id,anomaly
1,3.1959146069280226
2,2.50416508851143
3,2.0843234260889583
4,2.782291890126026
5,3.3645770158980404
6,2.349379996909359
7,3.3675828603910323
8,2.149766797015825
9,1.8558112093565968
10,2.6301998262621455
11,1.5608370982520046
12,3.563968908200674
13,2.302412038954442
14,3.0123636219148695
15,4.35050575752798
16,4.091809693602568
17,3.006968244604974
18,2.907231810758656
19,2.4558352734816147
20,3.6577358454572235
21,2.6575877175739997
22,2.2887726380247755
23,1.5516704215496133
24,5.422773826860258
25,2.803749572596684
26,3.8644944201623064
27,1.7731245568683376
28,2.27996375590978
29,3.404497985288561
30,4.017584633691928
31,2.5216460478880083
32,1.2106397653856102
33,3.4067236075876526
34,1.9665515079787446
35,1.8238200698880325
36,3.250789119772078
37,2.5757440701197756
38,3.9041419698491993
39,4.456564961205894
40,1.987143933085738
41,2.5916675652467953
42,3.2086680987351044
43,3.7143335570922162
44,1.9851974226888962
45,5.26410851263397
46,3.2060606270950753
47,1.8731717022897798
48,3.588282829947408
49,2.870104445035629
50,1.7712428320770992
51,3.007072813386761
52,2.463249511653274
53,2.23810386056481
54,2.593887520614541
55,2.545576187840031
56,1.147562463090521
57,4.806338745427875
58,3.1858712740647683
59,2.4316137939030433
60,2.5611309329748067
61,3.3393997841545056
62,1.8505788387331088
63,3.5874665615738732
64,2.466472543647575
65,2.1773540649330676
66,3.761092501405007
67,2.6422951937011243
68,7.294853210514645
69,3.242198429971565
70,3.021114705114081
71,1.3198859706184045
72,2.2724495576763704
73,2.0867074988187593
74,1.997454802463211
75,2.8111167552412684
76,2.2307308664785865
77,2.804418137384646
78,2.019942572501073
79,2.4257947786405136
80,2.21964141728253
81,1.6535388195200693
82,5.146222400099802
83,3.2983362802178706
84,1.8790358375675908
85,1.7363007026582877
86,1.914623344101518
87,3.471782253529294
88,1.4342603430181857
89,2.53271043654683
90,3.7377088741693365
91,2.6438644704146275
92,2.184392621837087
93,4.000292631915215
94,2.6397284256966964
95,2.0421188112752353
96,5.203557459292947
97,4.703161831875094
98,1.1088899049593137
99,4.097165984621069
100,2.4972646309871283
101,2.1695714343391854
102,2.458384305304764
103,4.115624608610237
104,3.5130328016570167
105,2.9662980640196523
106,2.9099379369964535
107,2.6698159172839198
108,2.442132283315373
109,2.960451972317835
110,2.5917907999550462
111,3.304805694000808
112,2.911447207841748
113,2.88453954105576
114,2.17660814423377
115,3.240808793285782
116,1.7820825233006141
117,1.9994124603135
118,2.893272608667582
119,2.4599519804229106
120,4.029804331102052
121,1.7781417061053701
122,1.5139961427394582
123,3.541820660209754
124,2.5143587014125584
125,1.5146860521633299
126,3.623343216462517
127,2.1644017476274637
128,2.516388329429925
129,3.2304771639243586
130,2.778317655352678
131,2.723021208155545
132,3.4235757759055008
133,2.8992645184042525
134,5.464472748965954
135,3.089262555882141
136,1.2084518647465203
137,3.4350891574376012
138,4.640742631257492
139,2.4718912502478836
140,2.9236278956188495
141,2.291591321825652
142,2.690309789228229
143,3.0181969500591705
144,4.305096303139905
145,2.9678390369002225
146,2.076708002718451
147,2.554505402735568
148,3.0144750677964023
149,2.437847822590745
150,2.144815348443296
151,3.6546601334491995
152,3.0409119089276224
153,2.3436455645918106
154,3.7280935626301077
155,1.4772029265717008
156,1.9706224698969836
157,1.7077103349778173
158,2.5441696542693624
159,3.1529696758962094
160,2.332161817583163
161,1.472690852112218
162,2.103822324561611
163,3.801658529429852
164,3.483209612430336
165,2.2390959734045035
166,2.164061379200834
167,1.68175876094346
168,1.5916468299440687
169,4.051480572590283
170,2.1651337804538433
171,3.324278872163564
172,4.282023320431011
173,1.637289153731335
174,1.9850062718225479
175,4.004698096489413
176,2.910373627614529
177,3.745385669912142
178,2.6713012204412236
179,1.3299126490060174
180,2.458762633309828
181,1.888416670109657
182,2.513127420826812
183,3.8677993018742316
184,1.7177944458420487
185,2.2411019651176183
186,2.2677304724612513
187,2.532894366343713
188,1.4734391454411835
189,2.7915608494065665
190,4.005944960342033
191,4.842552023375442
192,2.3869355809257957
193,2.5579334327465753
194,3.454183332942223
195,3.118678001265565
196,2.3034670069269345
197,2.29584602026404
198,1.467187644984296
199,2.8381153937777843
200,1.8280878397433837
201,1.8932789211761178
202,1.8504628491821558
203,3.4357995216112647
204,4.154376798358409
205,2.552863126619149
206,4.909002851122039
207,3.0774935635334626
208,2.3175585114375674
209,3.155155043753183
210,2.126808679898533
211,1.8098928135935968
212,3.559408389774958
213,1.8123948015017133
214,2.7188558964165885
215,2.6578784300211082
216,2.614778769658476
217,3.447987861485344
218,2.395033989427087
219,2.00426602001883
220,3.8411439474629607
221,3.059362194838105
222,2.0843110482995146
223,3.9069322414548635
224,1.7439350206946356
225,2.6079795053401766
226,3.354596052808465
227,2.46331926389081
228,2.280862118631478
229,2.37003644575948
230,2.8507324863520385
231,2.2463493145022664
232,5.8446633014825915
233,2.6490529921633708
234,3.103460675462551
235,1.6154137717333028
236,2.4925648038921744
237,1.4041059743893893
238,2.791821523397572
239,2.762111324515899
240,2.7053581256107284
241,2.983014087952503
242,2.677950322154697
243,2.3855581840091724
244,2.6859078467515336
245,3.0012602653763745
246,2.379811609854772
247,2.836377866938116
248,1.6076101438230634
249,3.4994497284439205
250,2.713217437957263
251,2.4969716423343096
252,2.8521430481524455
253,4.716736805123465
254,3.809353927271205
255,2.119691448935493
256,1.3769243929172121
257,2.9756128873943255
258,2.2291809592474934
259,1.8529139280087732
260,4.177306738186063
261,2.6870888514071822
262,3.5911150723001954
263,1.569654045113009
264,2.646793076385176
265,2.661048318332205
266,1.6925904805153895
267,2.1654188180793383
268,2.0008826846459797
269,3.1261326344673157
270,1.5653423734137628
271,1.4976787694550378
272,2.49836587436725
273,3.2640592523966885
274,1.5474301977314793
275,1.7960221192756818
276,2.183217089854447
