id,value
id_0,6.309801986876689
id_1,17.56483382421569
id_2,23.073704984807684
id_3,8.266078541961091
id_4,26.42553294159403
id_5,21.26890495617905
id_6,24.5042128322316
id_7,30.24094768161512
id_8,18.024783699951843
id_9,56.9580154285122
id_10,11.183912149908023
id_11,10.571053537338305
id_12,60.81450560035948
id_13,52.30197691012659
id_14,21.39248151927101
id_15,11.589413536126784
id_16,32.365116466224784
id_17,67.43748018566909
id_18,-0.667857879916276
id_19,16.48594478734545
id_20,41.61032911075361
id_21,70.7278984207348
id_22,10.106367044466907
id_23,18.111351032640158
id_24,14.1558494734069
id_25,37.82147580385623
id_26,15.203020553855204
id_27,71.28048849370228
id_28,7.458643973432636
id_29,54.79900429652845
id_30,25.46777190172307
id_31,9.649707382888966
id_32,3.1092298956989586
id_33,19.423589214451
id_34,28.366406115817522
id_35,36.46132674260876
id_36,41.46911230030476
id_37,30.065263178887836
id_38,41.485960444716206
id_39,36.59018615875268
id_40,6.818714048826998
id_41,40.63372177200677
id_42,32.074045904170305
id_43,50.27830032512572
id_44,17.03597369051915
id_45,35.40116045930314
id_46,24.349960362960648
id_47,10.285604450454885
id_48,27.14899648816939
id_49,32.864826312119085
id_50,20.167713017220944
id_51,7.286284892601891
id_52,20.606892892983208
id_53,51.42786670437568
id_54,16.047404514973653
id_55,35.140935962498226
id_56,32.85727388353567
id_57,22.92849124902945
id_58,56.609323904629335
id_59,22.634497980804394
id_60,13.993049075939066
id_61,42.440933548145914
id_62,12.228382494953612
id_63,49.3644917916091
id_64,13.248133843118099
id_65,15.991463820844142
id_66,14.55740410925754
id_67,-0.5045715621521435
id_68,43.31472628850226
id_69,29.125758458336076
id_70,20.743467847986125
id_71,42.301502197013185
id_72,60.40841482503263
id_73,3.847044011800004
id_74,16.64360817006163
id_75,4.14530443111374
id_76,40.11768637202252
id_77,14.187562782492883
id_78,21.575637323356432
id_79,21.66542545140729
id_80,23.814608315548615
id_81,35.75308560180272
id_82,22.224431055157932
id_83,91.12596145606022
id_84,36.04949638669612
id_85,28.374655100634595
id_86,21.51687154764555
id_87,33.1970027903177
id_88,25.12223320740284
id_89,20.29187863551644
id_90,28.34417078940019
id_91,42.16055353152258
id_92,3.834325185873496
id_93,38.63332899574972
id_94,45.68760052191542
id_95,15.379764647707809
id_96,32.55666380876743
id_97,13.783867774904957
id_98,23.725439151365883
id_99,4.594471036618145
id_100,18.125162109225144
id_101,26.77965091708814
id_102,14.429705862875846
id_103,15.314407108494008
id_104,22.798833595447057
id_105,41.47707160117147
id_106,30.717495831558022
id_107,7.391321045722289
id_108,6.718056862276203
id_109,79.52266239509473
id_110,48.057066203686894
id_111,16.745411668956574
id_112,28.112228127311145
id_113,14.492141582621288
id_114,14.307095010831787
id_115,23.92255552264403
id_116,26.899262137764225
id_117,10.05554368896323
id_118,19.374274340970164
id_119,19.152210374609588
id_120,78.21509745539012
id_121,25.890971513257192
id_122,36.22145786328514
id_123,24.637106220523233
id_124,8.118020072250513
id_125,38.86555865369653
id_126,10.276260572845876
id_127,22.85218045725871
id_128,29.81827588482778
id_129,60.43720938143186
id_130,22.713819317001544
id_131,23.767441873488703
id_132,60.98495284333765
id_133,16.243808689874005
id_134,14.323393943950688
id_135,3.9272791325435006
id_136,11.845441361865502
id_137,59.531149371558925
id_138,19.102655313604917
id_139,6.118202505972621
id_140,29.973730347761887
id_141,25.78864519499687
id_142,45.05423280839416
id_143,30.198990776324425
id_144,18.864884619605075
id_145,25.994421985310815
id_146,10.541578761610468
id_147,52.81514037832848
id_148,23.924795769648295
id_149,37.74392383359617
id_150,10.370302097683838
id_151,7.794545843276777
id_152,23.325995641777965
id_153,7.872345979713718
id_154,14.948250789825735
id_155,41.197714824634545
id_156,8.2253690510131
id_157,37.133957252252955
id_158,11.019486300446161
id_159,17.937778392950026
id_160,40.21705178606852
id_161,19.152772586370066
id_162,14.13827621356168
id_163,6.630283156804242
id_164,49.30430598242321
id_165,29.660109952605012
id_166,-0.1660523617219654
id_167,14.904997978029089
id_168,62.155537258698416
id_169,13.757378357471556
id_170,62.1543353491613
id_171,38.75773590843961
id_172,28.429415132610714
id_173,20.046217948177382
id_174,60.93421423610467
id_175,24.762107274970237
id_176,21.220771098361432
id_177,36.33428914671491
id_178,11.67142747961322
id_179,31.01707702621858
id_180,17.34848662353003
id_181,12.227513757725793
id_182,55.51988691460767
id_183,49.39781359653702
id_184,15.43090008969412
id_185,33.8750820299289
id_186,25.75673296979674
id_187,68.88718891925923
id_188,9.145914245920016
id_189,55.67137620328418
id_190,39.112843152954994
id_191,16.352607412818347
id_192,30.56218159600288
id_193,0.5831306329087151
id_194,18.65976353438432
id_195,0.934969907474523
id_196,34.05149163337403
id_197,11.267190448048654
id_198,18.911313868165816
id_199,60.69645028036825
id_200,25.2152900871647
id_201,25.96400128845153
id_202,65.24347071598896
id_203,10.269305931805746
id_204,9.577270678204737
id_205,11.787862375145318
id_206,7.437836025668662
id_207,2.079124838555806
id_208,120.7164956342355
id_209,20.0693096460762
id_210,17.344585690123637
id_211,13.19301278997957
id_212,36.744983879057344
id_213,34.861811548279206
id_214,19.14534642572457
id_215,33.829313828024304
id_216,80.18634771492181
id_217,0.3707980891900628
id_218,12.296110473260178
id_219,31.626325585649678
id_220,14.981840422217777
id_221,13.88520993499892
id_222,113.79546578552615
id_223,13.545799172146165
id_224,16.959300125598197
id_225,63.42583257410559
id_226,15.251847275546538
id_227,20.866095819198577
id_228,10.106942388162528
id_229,2.6000425104633482
id_230,45.0930625417063
id_231,13.825751280746683
id_232,52.392530788270356
id_233,43.18981855145179
id_234,26.087810843485492
id_235,42.46962615432564
id_236,69.61886500733578
id_237,42.613276777273605
id_238,11.863202026550907
id_239,18.645552909441374
